molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC5O,fp
CHEMBL340484,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,active,456.39200000000017,3.580300000000001,2.0,7.0,8.309803919971486,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811770>
CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,461.3640000000001,2.6194999999999995,4.0,8.0,8.920818753952375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8117e0>
CHEMBL128467,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,424.2800000000001,2.8306000000000004,3.0,7.0,8.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811850>
CHEMBL326280,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,active,465.3070000000002,4.209480000000003,2.0,6.0,6.102372908709558,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8118c0>
CHEMBL117326,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,active,467.9320000000002,5.097580000000004,2.0,6.0,6.251811972993799,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811930>
CHEMBL340700,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,404.2680000000001,2.3202999999999996,3.0,7.0,8.494850021680094,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8119a0>
CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,active,410.2790000000001,3.9086,3.0,6.0,9.040958607678906,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811a10>
CHEMBL341319,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,374.2420000000001,2.9594000000000005,2.0,6.0,8.585026652029182,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811a80>
CHEMBL340508,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,331.177,2.8165000000000004,3.0,6.0,8.148741651280925,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811af0>
CHEMBL115440,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,479.3340000000001,4.217480000000002,2.0,6.0,6.031517051446065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811b60>
CHEMBL127041,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,360.21500000000003,2.9351000000000003,3.0,6.0,9.619788758288394,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811bd0>
CHEMBL116012,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,inactive,536.4300000000002,4.838180000000003,2.0,7.0,4.986320302708807,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811c40>
CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,active,424.30600000000015,4.229600000000001,2.0,7.0,9.292429823902063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811cb0>
CHEMBL54400,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,330.1890000000001,3.5726000000000013,2.0,5.0,9.886056647693163,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811d20>
CHEMBL128468,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,402.25200000000007,3.8076000000000016,3.0,6.0,9.55284196865778,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811d90>
CHEMBL341522,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,active,391.52300000000025,3.1262200000000018,2.0,7.0,8.2518119729938,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811e00>
CHEMBL111038,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,active,384.2330000000001,4.629780000000003,1.0,5.0,6.721246399047171,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811e70>
CHEMBL339416,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,active,459.34800000000024,3.6777000000000024,2.0,7.0,9.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811ee0>
CHEMBL30973,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,450.34000000000003,4.668880000000003,2.0,5.0,6.508638306165727,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811f50>
CHEMBL327023,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,active,506.4290000000001,4.603280000000003,2.0,6.0,6.259637310505756,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc811fc0>
CHEMBL115187,CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,active,504.4320000000002,5.676480000000005,2.0,5.0,6.886056647693163,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812030>
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,active,329.201,4.177600000000002,2.0,4.0,8.397940008672037,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8120a0>
CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,405.25500000000005,4.574380000000002,2.0,4.0,6.026872146400302,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812110>
CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,415.3390000000001,4.284600000000003,2.0,6.0,8.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812180>
CHEMBL420624,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,active,315.17400000000004,3.7181000000000015,2.0,4.0,10.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8121f0>
CHEMBL281300,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,393.244,4.737080000000002,2.0,4.0,6.229147988357855,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812260>
CHEMBL129579,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,480.31900000000013,0.37869999999999987,7.0,10.0,8.318758762624412,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8122d0>
CHEMBL126893,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,401.31200000000007,3.8945000000000016,2.0,6.0,8.05551732784983,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812340>
CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,active,265.32,3.118520000000001,2.0,5.0,8.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8123b0>
CHEMBL128759,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,404.2680000000001,2.3218999999999994,3.0,7.0,7.920818753952375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812420>
CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,390.2410000000001,2.2960000000000003,4.0,7.0,9.036212172654444,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812490>
CHEMBL157128,COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,518.4150000000002,4.665280000000004,2.0,6.0,6.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812500>
CHEMBL116853,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,active,478.35000000000025,4.124680000000002,2.0,6.0,7.045757490560675,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812570>
CHEMBL53428,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,344.216,3.5969000000000015,1.0,5.0,10.045757490560675,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8125e0>
CHEMBL125568,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,390.24100000000004,2.2959999999999994,4.0,7.0,7.853871964321762,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812650>
CHEMBL129824,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,429.3660000000001,4.674700000000003,2.0,6.0,8.075720713938118,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8126c0>
CHEMBL114073,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,inactive,509.96900000000034,4.8665800000000035,2.0,7.0,4.975104039892515,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812730>
CHEMBL128432,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,387.2850000000001,3.5044000000000013,2.0,6.0,7.346787486224656,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8127a0>
CHEMBL116525,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,active,435.2810000000002,4.582980000000004,2.0,5.0,6.040958607678906,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812810>
CHEMBL323630,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,423.8790000000001,4.6988800000000035,2.0,5.0,6.187086643357144,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812880>
CHEMBL324718,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,active,423.27000000000015,4.745680000000003,2.0,5.0,6.0915149811213505,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8128f0>
CHEMBL94061,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,426.3180000000001,4.192200000000002,2.0,5.0,7.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812960>
CHEMBL340399,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,active,345.41,3.4545200000000014,3.0,6.0,8.142667503568731,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8129d0>
CHEMBL52076,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,316.16200000000003,3.113100000000001,2.0,5.0,8.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812a40>
CHEMBL127611,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,494.3460000000001,0.40300000000000075,6.0,10.0,8.494850021680094,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812ab0>
CHEMBL113900,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,active,504.43200000000013,5.6732800000000045,2.0,5.0,6.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812b20>
CHEMBL126623,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,active,443.34900000000033,3.6651000000000016,2.0,7.0,8.721246399047171,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812b90>
CHEMBL126903,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,388.225,3.051700000000001,2.0,6.0,7.795880017344075,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812c00>
CHEMBL127086,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,388.2250000000001,3.4175000000000013,3.0,6.0,9.214670164989233,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812c70>
CHEMBL263788,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,active,480.3660000000002,4.677480000000003,2.0,6.0,6.102372908709558,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812ce0>
CHEMBL338175,O=C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,active,374.1980000000001,3.027400000000001,3.0,6.0,8.823908740944319,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812d50>
CHEMBL414631,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,active,451.2800000000001,4.132480000000003,2.0,6.0,6.481486060122113,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812dc0>
CHEMBL355330,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1,active,280.3310000000001,3.1111000000000013,2.0,5.0,6.522878745280337,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812e30>
CHEMBL170724,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,active,308.385,3.8042000000000016,1.0,5.0,6.2441251443275085,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812ea0>
CHEMBL168550,COc1cccc(-c2cn(C3CC(CNCCO)C3)c3ncnc(N)c23)c1,active,367.4530000000001,2.2220999999999993,3.0,7.0,6.309803919971486,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812f10>
CHEMBL153525,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,active,339.1960000000001,4.617200000000001,2.0,3.0,8.906578314837764,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812f80>
CHEMBL3085277,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1,active,305.406,5.017600000000003,1.0,4.0,6.269217724333611,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc812ff0>
CHEMBL152905,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,active,371.2630000000001,4.932800000000002,2.0,5.0,9.568636235841012,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813060>
CHEMBL168382,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1,active,308.385,3.8042000000000016,1.0,5.0,6.337242168318426,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8130d0>
CHEMBL168285,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC(O)C1,active,294.35800000000006,2.766400000000001,2.0,5.0,6.102372908709558,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813140>
CHEMBL352801,COc1cccc(-c2cn(C3CC(CO)C3)c3ncnc(N)c23)c1,active,324.384,2.6324999999999994,2.0,6.0,6.376750709602099,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8131b0>
CHEMBL544867,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl,active,372.83700000000005,5.226520000000003,1.0,6.0,7.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813220>
CHEMBL538814,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,active,426.8070000000001,5.936900000000002,1.0,6.0,6.337242168318426,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813290>
CHEMBL542755,COc1cccc2sc3c(Nc4cccc(Br)c4)ncnc3c12.Cl,active,422.73500000000007,5.781000000000003,1.0,5.0,7.698970004336019,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813300>
CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,active,330.189,3.572600000000002,2.0,5.0,11.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813370>
CHEMBL153206,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,active,369.2220000000001,4.625800000000003,2.0,4.0,8.920818753952375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8133e0>
CHEMBL346846,COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,active,386.27400000000006,5.359200000000003,1.0,5.0,7.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813450>
CHEMBL153739,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,active,399.31700000000006,5.416600000000003,1.0,5.0,7.703334809738469,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8134c0>
CHEMBL354310,COc1cccc(-c2cn(C3CC(C(=O)NCCO)C3)c3ncnc(N)c23)c1,active,381.4360000000001,1.7486999999999997,3.0,7.0,6.481486060122113,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813530>
CHEMBL152984,Cn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,active,353.223,4.627600000000002,1.0,4.0,6.129596094720973,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8135a0>
CHEMBL150280,c1ccc(Nc2[nH]cnc3nc4ccccc4c2-3)cc1,active,260.3,3.806300000000001,2.0,3.0,6.578396073130169,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813610>
CHEMBL553351,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,active,437.7060000000001,5.680600000000002,1.0,6.0,7.910094888560602,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813680>
CHEMBL423224,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,active,339.1960000000001,4.568800000000001,2.0,3.0,7.508638306165727,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8136f0>
CHEMBL347282,Nc1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,active,360.3640000000001,5.189100000000002,2.0,5.0,7.327902142064283,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813760>
CHEMBL357097,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,active,274.327,3.674800000000001,2.0,3.0,6.337242168318426,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8137d0>
CHEMBL346863,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1.CO,active,395.3070000000001,4.415600000000002,2.0,7.0,7.3979400086720375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813840>
CHEMBL169570,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCCC1,active,294.3580000000001,3.5012000000000016,2.0,5.0,6.6020599913279625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc8138b0>
CHEMBL415738,Cc1cccc(Nc2cc(NCCO)ncn2)c1,active,244.298,1.9328199999999995,3.0,5.0,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813920>
CHEMBL153409,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,active,357.23600000000005,4.745600000000001,1.0,5.0,6.135488918941608,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813990>
CHEMBL171256,COc1ccc(CC(CO)n2cc(-c3ccccc3)c3c(N)ncnc32)cc1,inactive,374.44400000000013,3.465200000000001,2.0,6.0,4.841637507904751,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813a00>
CHEMBL329672,Clc1cccc(Nc2ncnc3ccccc23)c1,active,255.708,4.0268000000000015,1.0,3.0,7.638272163982407,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813a70>
CHEMBL166765,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1,active,280.3310000000001,3.1111000000000013,2.0,5.0,6.221848749616356,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813ae0>
CHEMBL553137,Cl.Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21,active,389.6840000000001,5.049400000000002,1.0,4.0,6.87942606879415,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813b50>
CHEMBL169390,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1,active,294.3580000000001,3.5012000000000016,2.0,5.0,7.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813bc0>
CHEMBL153170,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,active,340.1840000000001,4.012200000000001,2.0,4.0,7.5376020021010435,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813c30>
CHEMBL355982,Brc1cccc(Nc2ncnc3sccc23)c1,active,306.18800000000005,4.197400000000001,1.0,4.0,7.455931955649724,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813ca0>
CHEMBL345988,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,active,354.211,4.199400000000001,3.0,4.0,6.8326826652518236,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813d10>
CHEMBL544868,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,active,358.81000000000006,4.918100000000003,1.0,6.0,7.236572006437063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813d80>
CHEMBL97162,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,active,368.4120000000002,3.6308000000000016,1.0,6.0,7.080921907623926,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813df0>
CHEMBL345294,Brc1cccc(Nc2ncnc3ccsc23)c1,active,306.18800000000005,4.197400000000001,1.0,4.0,7.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813e60>
CHEMBL2093928,C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1.Cl,active,324.815,4.657600000000003,2.0,3.0,6.377785977033705,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813ed0>
CHEMBL155278,Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1,active,306.39400000000006,4.478720000000003,2.0,5.0,8.67778070526608,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc813f40>
CHEMBL149512,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,active,340.18000000000006,4.882100000000002,1.0,4.0,6.130768280269024,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc040>
CHEMBL170438,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccc(O)cc1,inactive,360.41700000000014,3.1622000000000012,3.0,6.0,4.87942606879415,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc0b0>
CHEMBL539822,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,active,407.72400000000005,5.354600000000002,2.0,5.0,9.327902142064282,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc120>
CHEMBL540082,Cl.O=[N+]([O-])c1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,active,437.7060000000001,5.680600000000002,1.0,6.0,6.801342913045577,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc190>
CHEMBL356850,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,active,356.24800000000005,5.350600000000002,1.0,4.0,8.744727494896694,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc200>
CHEMBL357367,CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,active,338.43600000000004,4.168900000000002,3.0,6.0,8.0268721464003,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc270>
CHEMBL151593,CO.Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,active,403.305,4.5413000000000014,3.0,6.0,8.568636235841012,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc2e0>
CHEMBL153419,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,active,291.379,4.456600000000003,1.0,4.0,6.718966632752273,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc350>
CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,active,389.2530000000001,5.071900000000001,2.0,5.0,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc3c0>
CHEMBL357570,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F.CCO,active,463.37600000000015,5.920100000000004,3.0,6.0,8.102372908709558,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc430>
CHEMBL352954,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCCC1,active,278.3590000000001,3.795600000000002,1.0,4.0,6.301029995663981,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc4a0>
CHEMBL554983,Brc1cccc(Nc2[nH]cnc3c4ccccc4nc2-3)c1.Cl,active,375.6570000000001,4.990600000000002,2.0,3.0,7.142667503568731,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc510>
CHEMBL358934,CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,active,431.3590000000001,5.390900000000002,3.0,6.0,8.958607314841775,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc580>
CHEMBL355191,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,active,294.358,3.4141000000000012,1.0,5.0,6.346787486224656,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc5f0>
CHEMBL540590,Cl.O=[N+]([O-])c1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,active,437.7060000000001,5.680600000000002,1.0,6.0,7.318758762624412,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc660>
CHEMBL544865,COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC.Cl,active,452.76100000000014,5.789600000000003,1.0,6.0,6.35261702988538,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc6d0>
CHEMBL66031,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,active,340.184,4.012200000000001,2.0,4.0,11.096910013008056,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78a6cc7fc740>
